date,province,no_patient,pm25
2021-07-05,พิษณุโลก,28,9.0
2021-07-05,ภูเก็ต,15,12.0
2021-07-05,ยะลา,10,9.5
2021-07-05,ระยอง,35,10.2
2021-07-05,ราชบุรี,20,5.0
2021-07-05,ลำปาง,38,7.25
2021-07-05,ลำพูน,26,6.0
2021-07-05,สกลนคร,28,16.0
2021-07-05,สงขลา,35,15.0
2021-07-05,สตูล,22,9.0
2021-07-05,สมุทรปราการ,15,12.2
2021-07-05,สมุทรสงคราม,5,5.0
2021-07-05,สมุทรสาคร,48,10.0
2021-07-05,สระบุรี,29,17.0
2021-07-05,สระแก้ว,2,11.0
2021-07-05,สุพรรณบุรี,24,8.0
2021-07-05,สุราษฎร์ธานี,51,8.0
2021-07-05,หนองคาย,17,7.0
2021-07-05,อุดรธานี,36,14.0
2021-07-05,อุตรดิตถ์,14,14.0
2021-07-05,อุบลราชธานี,95,21.0
2021-07-05,เชียงราย,30,12.0
2021-07-05,เชียงใหม่,87,10.5
2021-07-05,เลย,19,7.0
2021-07-05,แพร่,7,10.0
2021-07-05,แม่ฮ่องสอน,13,4.0
2021-07-06,กรุงเทพมหานคร,43,11.833333333333334
2021-07-06,กาญจนบุรี,12,4.0
2021-07-06,ขอนแก่น,83,18.0
2021-07-06,ฉะเชิงเทรา,24,12.0
2021-07-06,ชลบุรี,58,8.666666666666666
2021-07-06,ตรัง,40,5.0
2021-07-06,ตราด,1,5.0
2021-07-06,ตาก,14,8.0
2021-07-06,นครปฐม,25,9.0
2021-07-06,นครพนม,8,7.0
2021-07-06,นครราชสีมา,91,18.0
2021-07-06,นครศรีธรรมราช,63,8.0
2021-07-06,นครสวรรค์,15,20.0
2021-07-06,นนทบุรี,59,8.5
2021-07-06,นราธิวาส,23,10.0
2021-07-06,น่าน,33,8.5
2021-07-06,ปทุมธานี,37,14.0
2021-07-06,ปราจีนบุรี,10,15.0
2021-07-06,พระนครศรีอยุธยา,44,16.0
2021-07-06,พะเยา,7,8.0
2021-07-06,พิษณุโลก,35,16.0
2021-07-06,ภูเก็ต,10,13.0
2021-07-06,ยะลา,23,9.0
2021-07-06,ระยอง,17,8.4
2021-07-06,ราชบุรี,36,8.0
2021-07-06,ลำปาง,33,7.75
2021-07-06,ลำพูน,22,8.0
2021-07-06,สกลนคร,84,7.0
2021-07-06,สงขลา,41,15.0
2021-07-06,สตูล,9,6.0
2021-07-06,สมุทรปราการ,11,13.0
2021-07-06,สมุทรสงคราม,13,7.0
2021-07-06,สมุทรสาคร,55,16.5
2021-07-06,สระบุรี,39,14.5
2021-07-06,สระแก้ว,7,9.0
2021-07-06,สุพรรณบุรี,15,8.0
2021-07-06,สุราษฎร์ธานี,28,11.0
2021-07-06,หนองคาย,11,5.0
2021-07-06,อุดรธานี,37,7.0
2021-07-06,อุตรดิตถ์,3,11.0
2021-07-06,อุบลราชธานี,55,13.0
2021-07-06,เชียงราย,47,9.5
2021-07-06,เชียงใหม่,98,11.0
2021-07-06,เลย,36,7.0
2021-07-06,แพร่,40,10.0
2021-07-06,แม่ฮ่องสอน,4,7.0
2021-07-07,กรุงเทพมหานคร,48,11.5
2021-07-07,กาญจนบุรี,67,4.0
2021-07-07,ขอนแก่น,106,16.0
2021-07-07,ฉะเชิงเทรา,30,11.0
2021-07-07,ชลบุรี,44,7.666666666666667
2021-07-07,ตรัง,34,11.0
2021-07-07,ตราด,3,4.0
2021-07-07,ตาก,12,4.0
2021-07-07,นครปฐม,40,6.0
2021-07-07,นครพนม,16,7.0
2021-07-07,นครราชสีมา,56,14.0
2021-07-07,นครศรีธรรมราช,42,10.0
2021-07-07,นครสวรรค์,87,16.0
2021-07-07,นนทบุรี,74,6.5
2021-07-07,นราธิวาส,21,13.0
2021-07-07,น่าน,8,6.5
2021-07-07,ปทุมธานี,12,12.0
2021-07-07,ปราจีนบุรี,6,14.0
2021-07-07,พระนครศรีอยุธยา,44,10.0
2021-07-07,พะเยา,24,6.0
2021-07-07,พิษณุโลก,59,9.0
2021-07-07,ภูเก็ต,14,14.0
2021-07-07,ยะลา,20,13.0
2021-07-07,ระยอง,33,7.6
2021-07-07,ราชบุรี,19,7.0
2021-07-07,ลำปาง,29,7.25
2021-07-07,ลำพูน,7,5.0
2021-07-07,สกลนคร,61,10.0
2021-07-07,สงขลา,49,15.0
2021-07-07,สตูล,9,9.0
2021-07-07,สมุทรปราการ,15,14.6
2021-07-07,สมุทรสงคราม,23,5.0
2021-07-07,สมุทรสาคร,57,15.5
2021-07-07,สระบุรี,21,12.0
2021-07-07,สระแก้ว,12,7.0
2021-07-07,สุพรรณบุรี,18,6.0
2021-07-07,สุราษฎร์ธานี,21,11.0
2021-07-07,หนองคาย,5,5.0
2021-07-07,อุดรธานี,72,7.0
2021-07-07,อุตรดิตถ์,5,8.0
2021-07-07,อุบลราชธานี,59,11.0
2021-07-07,เชียงราย,38,7.0
2021-07-07,เชียงใหม่,84,9.5
2021-07-07,เลย,21,7.0
2021-07-07,แพร่,6,7.0
2021-07-07,แม่ฮ่องสอน,4,5.0
2021-07-08,กรุงเทพมหานคร,89,11.166666666666666
2021-07-08,กาญจนบุรี,27,4.0
2021-07-08,ขอนแก่น,145,14.0
2021-07-08,ฉะเชิงเทรา,10,13.0
2021-07-08,ชลบุรี,76,6.666666666666667
2021-07-08,ตรัง,13,10.0
2021-07-08,ตราด,11,4.0
2021-07-08,ตาก,7,6.0
2021-07-08,นครปฐม,35,8.0
2021-07-08,นครพนม,16,8.0
2021-07-08,นครราชสีมา,177,11.0
2021-07-08,นครศรีธรรมราช,26,10.0
2021-07-08,นครสวรรค์,10,13.0
2021-07-08,นนทบุรี,52,6.0
2021-07-08,นราธิวาส,9,15.0
2021-07-08,น่าน,6,6.0
2021-07-08,ปทุมธานี,36,12.0
2021-07-08,ปราจีนบุรี,15,14.0
2021-07-08,พระนครศรีอยุธยา,24,6.0
2021-07-08,พะเยา,11,7.0
2021-07-08,พิษณุโลก,23,7.0
2021-07-08,ภูเก็ต,16,15.0
2021-07-08,ยะลา,24,17.0
2021-07-08,ระยอง,22,7.8
2021-07-08,ราชบุรี,31,7.0
2021-07-08,ลำปาง,22,6.75
2021-07-08,ลำพูน,19,6.0
2021-07-08,สกลนคร,13,7.0
2021-07-08,สงขลา,114,18.0
2021-07-08,สตูล,61,8.0
2021-07-08,สมุทรปราการ,20,16.0
2021-07-08,สมุทรสงคราม,25,4.0
2021-07-08,สมุทรสาคร,69,15.5
2021-07-08,สระบุรี,37,12.5
2021-07-08,สระแก้ว,10,8.0
2021-07-08,สุพรรณบุรี,25,4.0
2021-07-08,สุราษฎร์ธานี,14,10.0
2021-07-08,หนองคาย,4,7.0
2021-07-08,อุดรธานี,36,4.0
2021-07-08,อุตรดิตถ์,50,9.0
2021-07-08,อุบลราชธานี,145,8.0
2021-07-08,เชียงราย,53,9.0
2021-07-08,เชียงใหม่,70,10.0
2021-07-08,เลย,17,4.0
2021-07-08,แพร่,31,8.0
2021-07-08,แม่ฮ่องสอน,3,5.0
2021-07-09,กรุงเทพมหานคร,63,12.75
2021-07-09,กาญจนบุรี,30,4.0
2021-07-09,ขอนแก่น,128,15.0
2021-07-09,ฉะเชิงเทรา,12,9.0
2021-07-09,ชลบุรี,51,9.333333333333334
2021-07-09,ตรัง,30,6.0
2021-07-09,ตราด,2,2.0
2021-07-09,ตาก,3,7.0
2021-07-09,นครปฐม,49,8.0
2021-07-09,นครพนม,40,8.0
2021-07-09,นครราชสีมา,116,14.0
2021-07-09,นครศรีธรรมราช,40,5.0
2021-07-09,นครสวรรค์,33,18.0
2021-07-09,นนทบุรี,41,7.0
2021-07-09,นราธิวาส,13,9.0
2021-07-09,น่าน,5,5.5
2021-07-09,ปทุมธานี,46,14.0
2021-07-09,ปราจีนบุรี,4,9.0
2021-07-09,พระนครศรีอยุธยา,44,8.0
2021-07-09,พะเยา,115,5.0
2021-07-09,พิษณุโลก,14,5.0
2021-07-09,ภูเก็ต,42,12.0
2021-07-09,ยะลา,18,15.0
2021-07-09,ระยอง,34,6.6
2021-07-09,ราชบุรี,22,11.0
2021-07-09,ลำปาง,27,6.75
2021-07-09,ลำพูน,6,4.0
2021-07-09,สกลนคร,34,5.0
2021-07-09,สงขลา,50,17.0
2021-07-09,สตูล,8,8.0
2021-07-09,สมุทรปราการ,18,13.4
2021-07-09,สมุทรสงคราม,6,6.0
2021-07-09,สมุทรสาคร,60,14.5
2021-07-09,สระบุรี,28,12.5
2021-07-09,สระแก้ว,9,7.0
2021-07-09,สุพรรณบุรี,17,7.0
2021-07-09,สุราษฎร์ธานี,41,12.0
2021-07-09,หนองคาย,3,7.0
2021-07-09,อุดรธานี,23,4.0
2021-07-09,อุตรดิตถ์,15,7.0
2021-07-09,อุบลราชธานี,98,7.0
2021-07-09,เชียงราย,34,8.5
2021-07-09,เชียงใหม่,86,9.0
2021-07-09,เลย,47,4.0
2021-07-09,แพร่,22,7.0
2021-07-09,แม่ฮ่องสอน,9,5.0
2021-07-10,กรุงเทพมหานคร,12,11.916666666666666
2021-07-10,กาญจนบุรี,7,5.0
2021-07-10,ขอนแก่น,27,15.0
2021-07-10,ฉะเชิงเทรา,3,11.0
2021-07-10,ชลบุรี,14,9.333333333333334
2021-07-10,ตรัง,7,5.0
2021-07-10,ตาก,1,7.0
2021-07-10,นครปฐม,42,9.0
2021-07-10,นครพนม,5,7.0
2021-07-10,นครราชสีมา,19,10.0
2021-07-10,นครศรีธรรมราช,5,6.0
2021-07-10,นครสวรรค์,8,14.0
2021-07-10,นนทบุรี,18,8.0
2021-07-10,นราธิวาส,6,6.0
2021-07-10,น่าน,2,6.5
2021-07-10,ปทุมธานี,19,14.0
2021-07-10,ปราจีนบุรี,5,9.0
2021-07-10,พระนครศรีอยุธยา,9,7.0
2021-07-10,พิษณุโลก,4,5.0
2021-07-10,ภูเก็ต,3,10.0
2021-07-10,ยะลา,2,7.0
2021-07-10,ระยอง,4,5.8
2021-07-10,ราชบุรี,6,11.0
2021-07-10,ลำปาง,2,6.75
2021-07-10,ลำพูน,2,5.0
2021-07-10,สกลนคร,3,4.0
2021-07-10,สงขลา,6,10.0
2021-07-10,สตูล,4,6.0
2021-07-10,สมุทรปราการ,7,12.0
2021-07-10,สมุทรสงคราม,1,5.0
2021-07-10,สมุทรสาคร,5,10.0
2021-07-10,สระบุรี,6,15.0
2021-07-10,สุพรรณบุรี,6,6.0
2021-07-10,สุราษฎร์ธานี,1,10.0
2021-07-10,หนองคาย,1,8.0
2021-07-10,อุดรธานี,4,4.0
2021-07-10,อุตรดิตถ์,1,6.0
2021-07-10,อุบลราชธานี,13,10.0
2021-07-10,เชียงราย,5,7.0
2021-07-10,เชียงใหม่,37,8.5
2021-07-10,เลย,3,5.0
2021-07-10,แพร่,3,7.0
2021-07-10,แม่ฮ่องสอน,8,6.0
2021-07-11,กรุงเทพมหานคร,6,9.333333333333334
2021-07-11,กาญจนบุรี,8,5.0
2021-07-11,ขอนแก่น,31,15.0
2021-07-11,ฉะเชิงเทรา,5,5.0
2021-07-11,ชลบุรี,11,7.0
2021-07-11,ตรัง,5,4.0
2021-07-11,ตาก,2,5.0
2021-07-11,นครปฐม,5,7.0
2021-07-11,นครพนม,4,8.0
2021-07-11,นครราชสีมา,10,10.0
2021-07-11,นครศรีธรรมราช,10,6.0
2021-07-11,นครสวรรค์,7,9.0
2021-07-11,นนทบุรี,9,3.5
2021-07-11,นราธิวาส,3,8.0
2021-07-11,น่าน,1,8.0
2021-07-11,ปทุมธานี,23,9.0
2021-07-11,ปราจีนบุรี,7,9.0
2021-07-11,พระนครศรีอยุธยา,13,5.0
2021-07-11,พะเยา,1,6.0
2021-07-11,พิษณุโลก,8,4.0
2021-07-11,ภูเก็ต,2,12.0
2021-07-11,ยะลา,1,6.5
2021-07-11,ระยอง,3,5.8
2021-07-11,ราชบุรี,6,6.0
2021-07-11,ลำปาง,1,6.25
2021-07-11,ลำพูน,3,5.0
2021-07-11,สกลนคร,1,8.0
2021-07-11,สงขลา,11,11.0
2021-07-11,สตูล,3,11.0
2021-07-11,สมุทรปราการ,10,10.6
2021-07-11,สมุทรสาคร,7,6.5
2021-07-11,สระบุรี,4,7.0
2021-07-11,สระแก้ว,3,6.0
2021-07-11,สุพรรณบุรี,4,4.0
2021-07-11,สุราษฎร์ธานี,3,9.0
2021-07-11,หนองคาย,2,7.0
2021-07-11,อุดรธานี,10,7.0
2021-07-11,อุตรดิตถ์,2,6.0
2021-07-11,อุบลราชธานี,9,17.0
2021-07-11,เชียงราย,16,7.0
2021-07-11,เชียงใหม่,18,7.0
2021-07-11,เลย,12,6.0
2021-07-11,แพร่,1,6.0
2021-07-11,แม่ฮ่องสอน,2,5.0
2021-07-12,กรุงเทพมหานคร,71,9.583333333333334
2021-07-12,กาญจนบุรี,15,5.0
2021-07-12,ขอนแก่น,88,17.0
2021-07-12,ฉะเชิงเทรา,12,11.0
2021-07-12,ชลบุรี,53,8.666666666666666
2021-07-12,ตรัง,30,9.0
2021-07-12,ตราด,12,
2021-07-12,ตาก,14,4.0
2021-07-12,นครปฐม,39,9.0
2021-07-12,นครพนม,26,10.0
2021-07-12,นครราชสีมา,196,14.0
2021-07-12,นครศรีธรรมราช,77,11.0
2021-07-12,นครสวรรค์,73,15.0
2021-07-12,นนทบุรี,99,4.0
2021-07-12,นราธิวาส,15,9.0
2021-07-12,น่าน,13,10.0
2021-07-12,ปทุมธานี,26,8.0
2021-07-12,ปราจีนบุรี,11,14.0
2021-07-12,พระนครศรีอยุธยา,31,7.0
2021-07-12,พะเยา,8,7.0
2021-07-12,พิษณุโลก,21,6.0
2021-07-12,ภูเก็ต,28,15.0
2021-07-12,ยะลา,12,9.0
2021-07-12,ระยอง,29,7.6
2021-07-12,ราชบุรี,17,9.0
2021-07-12,ลำปาง,43,7.0
2021-07-12,ลำพูน,21,4.0
2021-07-12,สกลนคร,35,7.0
2021-07-12,สงขลา,53,17.0
2021-07-12,สตูล,16,14.0
2021-07-12,สมุทรปราการ,16,10.4
2021-07-12,สมุทรสงคราม,5,5.0
2021-07-12,สมุทรสาคร,74,10.0
2021-07-12,สระบุรี,36,12.0
2021-07-12,สระแก้ว,12,5.0
2021-07-12,สุพรรณบุรี,30,8.0
2021-07-12,สุราษฎร์ธานี,43,12.0
2021-07-12,หนองคาย,46,7.0
2021-07-12,อุดรธานี,71,8.0
2021-07-12,อุตรดิตถ์,10,9.0
2021-07-12,อุบลราชธานี,81,12.0
2021-07-12,เชียงราย,34,8.5
2021-07-12,เชียงใหม่,128,8.0
2021-07-12,เลย,34,6.0
2021-07-12,แพร่,11,9.0
2021-07-12,แม่ฮ่องสอน,7,5.0
2021-07-13,กรุงเทพมหานคร,56,15.0
2021-07-13,กาญจนบุรี,23,5.0
2021-07-13,ขอนแก่น,83,18.0
2021-07-13,ฉะเชิงเทรา,33,15.0
2021-07-13,ชลบุรี,68,14.666666666666666
2021-07-13,ตรัง,39,14.0
2021-07-13,ตราด,3,8.0
2021-07-13,ตาก,26,6.0
2021-07-13,นครปฐม,29,11.0
2021-07-13,นครพนม,8,8.0
2021-07-13,นครราชสีมา,193,16.0
2021-07-13,นครศรีธรรมราช,47,17.0
2021-07-13,นครสวรรค์,18,16.0
2021-07-13,นนทบุรี,81,7.5
2021-07-13,นราธิวาส,30,12.0
2021-07-13,น่าน,36,11.0
2021-07-13,ปทุมธานี,49,11.0
2021-07-13,ปราจีนบุรี,11,21.0
2021-07-13,พระนครศรีอยุธยา,91,11.0
2021-07-13,พะเยา,18,10.0
2021-07-13,พิษณุโลก,41,8.0
2021-07-13,ภูเก็ต,6,19.0
2021-07-13,ยะลา,14,13.5
2021-07-13,ระยอง,16,12.4
2021-07-13,ราชบุรี,65,9.0
2021-07-13,ลำปาง,23,8.5
2021-07-13,ลำพูน,24,6.0
2021-07-13,สกลนคร,84,6.0
2021-07-13,สงขลา,104,15.0
2021-07-13,สตูล,6,20.0
2021-07-13,สมุทรปราการ,22,17.2
2021-07-13,สมุทรสงคราม,21,6.0
2021-07-13,สมุทรสาคร,58,16.0
2021-07-13,สระบุรี,26,17.5
2021-07-13,สระแก้ว,5,8.0
2021-07-13,สุพรรณบุรี,29,9.0
2021-07-13,สุราษฎร์ธานี,28,18.0
2021-07-13,หนองคาย,12,7.0
2021-07-13,อุดรธานี,40,7.0
2021-07-13,อุตรดิตถ์,10,10.0
2021-07-13,อุบลราชธานี,47,12.0
2021-07-13,เชียงราย,45,9.5
2021-07-13,เชียงใหม่,110,9.5
2021-07-13,เลย,30,6.0
2021-07-13,แพร่,29,10.0
2021-07-13,แม่ฮ่องสอน,8,5.0
2021-07-14,กรุงเทพมหานคร,70,20.583333333333332
2021-07-14,กาญจนบุรี,62,6.0
2021-07-14,ขอนแก่น,71,17.0
2021-07-14,ฉะเชิงเทรา,7,15.0
2021-07-14,ชลบุรี,42,12.666666666666666
2021-07-14,ตรัง,23,10.0
2021-07-14,ตราด,6,6.0
2021-07-14,ตาก,14,7.0
2021-07-14,นครปฐม,35,12.0
2021-07-14,นครพนม,32,9.0
2021-07-14,นครราชสีมา,85,16.0
2021-07-14,นครศรีธรรมราช,39,21.0
2021-07-14,นครสวรรค์,58,17.0
2021-07-14,นนทบุรี,55,13.5
2021-07-14,นราธิวาส,16,12.0
2021-07-14,น่าน,5,13.0
2021-07-14,ปทุมธานี,15,20.0
2021-07-14,ปราจีนบุรี,11,19.0
2021-07-14,พระนครศรีอยุธยา,58,10.0
2021-07-14,พะเยา,75,10.0
2021-07-14,พิษณุโลก,60,12.0
2021-07-14,ภูเก็ต,26,15.0
2021-07-14,ยะลา,22,12.0
2021-07-14,ระยอง,25,13.8
2021-07-14,ราชบุรี,11,14.0
2021-07-14,ลำปาง,40,11.0
2021-07-14,ลำพูน,15,8.0
2021-07-14,สกลนคร,42,9.0
2021-07-14,สงขลา,56,19.0
2021-07-14,สตูล,12,16.0
2021-07-14,สมุทรปราการ,30,16.4
2021-07-14,สมุทรสงคราม,37,8.0
2021-07-14,สมุทรสาคร,88,19.0
2021-07-14,สระบุรี,40,18.0
2021-07-14,สระแก้ว,4,10.0
2021-07-14,สุพรรณบุรี,27,10.0
2021-07-14,สุราษฎร์ธานี,32,20.0
2021-07-14,หนองคาย,11,7.0
2021-07-14,อุดรธานี,87,9.0
2021-07-14,อุตรดิตถ์,6,12.0
2021-07-14,อุบลราชธานี,53,8.0
2021-07-14,เชียงราย,35,9.5
2021-07-14,เชียงใหม่,93,10.0
2021-07-14,เลย,40,7.0
2021-07-14,แพร่,5,12.0
2021-07-14,แม่ฮ่องสอน,9,5.0
2021-07-15,กรุงเทพมหานคร,69,14.333333333333334
2021-07-15,กาญจนบุรี,14,5.0
2021-07-15,ขอนแก่น,124,16.0
2021-07-15,ฉะเชิงเทรา,11,19.0
2021-07-15,ชลบุรี,60,8.666666666666666
2021-07-15,ตรัง,50,6.0
2021-07-15,ตราด,5,4.0
2021-07-15,ตาก,6,5.0
2021-07-15,นครปฐม,19,7.0
2021-07-15,นครพนม,15,6.0
2021-07-15,นครราชสีมา,164,19.0
2021-07-15,นครศรีธรรมราช,29,9.0
2021-07-15,นครสวรรค์,22,14.0
2021-07-15,นนทบุรี,62,8.5
2021-07-15,นราธิวาส,11,16.0
2021-07-15,น่าน,7,11.5
2021-07-15,ปทุมธานี,46,11.0
2021-07-15,ปราจีนบุรี,16,21.0
2021-07-15,พระนครศรีอยุธยา,61,10.0
2021-07-15,พะเยา,11,11.0
2021-07-15,พิษณุโลก,28,9.0
2021-07-15,ภูเก็ต,23,14.0
2021-07-15,ยะลา,10,13.5
2021-07-15,ระยอง,12,10.2
2021-07-15,ราชบุรี,13,8.0
2021-07-15,ลำปาง,38,10.75
2021-07-15,ลำพูน,40,6.0
2021-07-15,สกลนคร,20,6.0
2021-07-15,สงขลา,54,18.0
2021-07-15,สตูล,65,19.0
2021-07-15,สมุทรปราการ,20,13.6
2021-07-15,สมุทรสงคราม,8,5.0
2021-07-15,สมุทรสาคร,49,14.5
2021-07-15,สระบุรี,31,13.5
2021-07-15,สระแก้ว,32,9.0
2021-07-15,สุพรรณบุรี,17,5.0
2021-07-15,สุราษฎร์ธานี,19,13.0
2021-07-15,หนองคาย,4,8.0
2021-07-15,อุดรธานี,32,6.0
2021-07-15,อุตรดิตถ์,55,13.0
2021-07-15,อุบลราชธานี,47,7.0
2021-07-15,เชียงราย,36,9.0
2021-07-15,เชียงใหม่,53,10.5
2021-07-15,เลย,26,5.0
2021-07-15,แพร่,21,16.0
2021-07-15,แม่ฮ่องสอน,4,5.0
2021-07-16,กรุงเทพมหานคร,64,13.666666666666666
2021-07-16,กาญจนบุรี,25,5.0
2021-07-16,ขอนแก่น,143,17.0
2021-07-16,ฉะเชิงเทรา,22,13.0
2021-07-16,ชลบุรี,38,6.333333333333333
2021-07-16,ตรัง,34,6.0
2021-07-16,ตราด,1,4.0
2021-07-16,ตาก,3,5.0
2021-07-16,นครปฐม,37,10.0
2021-07-16,นครพนม,20,7.0
2021-07-16,นครราชสีมา,73,14.0
2021-07-16,นครศรีธรรมราช,33,14.0
2021-07-16,นครสวรรค์,58,10.0
2021-07-16,นนทบุรี,51,8.0
2021-07-16,นราธิวาส,11,14.0
2021-07-16,น่าน,12,10.5
2021-07-16,ปทุมธานี,26,12.0
2021-07-16,ปราจีนบุรี,9,16.0
2021-07-16,พระนครศรีอยุธยา,54,8.0
2021-07-16,พะเยา,58,9.0
2021-07-16,พิษณุโลก,29,8.0
2021-07-16,ภูเก็ต,41,12.0
2021-07-16,ยะลา,20,15.0
2021-07-16,ระยอง,17,6.4
2021-07-16,ราชบุรี,16,10.0
2021-07-16,ลำปาง,20,6.75
2021-07-16,ลำพูน,6,5.0
2021-07-16,สกลนคร,14,7.0
2021-07-16,สงขลา,50,15.0
2021-07-16,สตูล,28,20.0
2021-07-16,สมุทรปราการ,16,14.6
2021-07-16,สมุทรสงคราม,13,5.0
2021-07-16,สมุทรสาคร,62,17.0
2021-07-16,สระบุรี,28,10.0
2021-07-16,สระแก้ว,3,8.0
2021-07-16,สุพรรณบุรี,14,5.0
2021-07-16,สุราษฎร์ธานี,50,16.0
2021-07-16,หนองคาย,5,7.0
2021-07-16,อุดรธานี,33,6.0
2021-07-16,อุตรดิตถ์,8,7.0
2021-07-16,อุบลราชธานี,86,11.0
2021-07-16,เชียงราย,25,10.5
2021-07-16,เชียงใหม่,71,9.5
2021-07-16,เลย,23,7.0
2021-07-16,แพร่,20,8.0
2021-07-16,แม่ฮ่องสอน,8,3.0
2021-07-17,กรุงเทพมหานคร,12,13.75
2021-07-17,กาญจนบุรี,3,4.0
2021-07-17,ขอนแก่น,80,17.0
2021-07-17,ชลบุรี,17,6.333333333333333
2021-07-17,ตรัง,11,18.0
2021-07-17,ตราด,1,7.0
2021-07-17,ตาก,3,4.0
2021-07-17,นครปฐม,49,9.0
2021-07-17,นครพนม,5,10.0
2021-07-17,นครราชสีมา,14,12.0
2021-07-17,นครศรีธรรมราช,13,21.0
2021-07-17,นครสวรรค์,7,8.0
2021-07-17,นนทบุรี,20,7.0
2021-07-17,นราธิวาส,4,19.0
2021-07-17,น่าน,4,11.5
2021-07-17,ปทุมธานี,13,10.0
2021-07-17,ปราจีนบุรี,2,13.0
2021-07-17,พระนครศรีอยุธยา,14,7.0
2021-07-17,พะเยา,1,8.0
2021-07-17,พิษณุโลก,3,8.0
2021-07-17,ภูเก็ต,7,19.0
2021-07-17,ยะลา,4,22.0
2021-07-17,ระยอง,6,6.6
2021-07-17,ราชบุรี,4,9.0
2021-07-17,ลำปาง,6,7.75
2021-07-17,ลำพูน,4,7.0
2021-07-17,สกลนคร,3,9.0
2021-07-17,สงขลา,5,26.0
2021-07-17,สตูล,12,29.0
2021-07-17,สมุทรปราการ,6,13.6
2021-07-17,สมุทรสงคราม,2,6.0
2021-07-17,สมุทรสาคร,10,15.0
2021-07-17,สระบุรี,4,9.5
2021-07-17,สระแก้ว,3,7.0
2021-07-17,สุพรรณบุรี,3,4.0
2021-07-17,สุราษฎร์ธานี,6,19.0
2021-07-17,หนองคาย,1,8.0
2021-07-17,อุดรธานี,7,7.0
2021-07-17,อุบลราชธานี,13,14.0
2021-07-17,เชียงราย,8,12.0
2021-07-17,เชียงใหม่,47,9.5
2021-07-17,เลย,4,7.0
2021-07-17,แพร่,1,8.0
2021-07-17,แม่ฮ่องสอน,2,3.0
2021-07-18,กรุงเทพมหานคร,12,10.666666666666666
2021-07-18,กาญจนบุรี,1,4.0
2021-07-18,ขอนแก่น,23,12.0
2021-07-18,ฉะเชิงเทรา,5,9.0
2021-07-18,ชลบุรี,10,6.0
2021-07-18,ตรัง,9,23.0
2021-07-18,ตาก,3,4.0
2021-07-18,นครปฐม,3,6.0
2021-07-18,นครพนม,5,10.0
2021-07-18,นครราชสีมา,10,10.0
2021-07-18,นครศรีธรรมราช,7,18.0
2021-07-18,นครสวรรค์,4,6.0
2021-07-18,นนทบุรี,11,5.0
2021-07-18,นราธิวาส,3,26.0
2021-07-18,ปทุมธานี,14,5.0
2021-07-18,ปราจีนบุรี,1,14.0
2021-07-18,พระนครศรีอยุธยา,10,7.0
2021-07-18,พะเยา,1,7.0
2021-07-18,พิษณุโลก,4,6.0
2021-07-18,ภูเก็ต,5,20.0
2021-07-18,ยะลา,2,24.0
2021-07-18,ระยอง,5,7.6
2021-07-18,ราชบุรี,8,7.0
2021-07-18,ลำปาง,8,5.75
2021-07-18,ลำพูน,2,5.0
2021-07-18,สกลนคร,3,10.0
2021-07-18,สงขลา,8,31.0
2021-07-18,สตูล,3,29.0
2021-07-18,สมุทรปราการ,8,10.8
2021-07-18,สมุทรสงคราม,5,5.0
2021-07-18,สมุทรสาคร,16,12.5
2021-07-18,สระบุรี,1,8.0
2021-07-18,สระแก้ว,1,5.0
2021-07-18,สุพรรณบุรี,7,4.0
2021-07-18,สุราษฎร์ธานี,8,22.0
2021-07-18,หนองคาย,1,7.0
2021-07-18,อุดรธานี,10,9.0
2021-07-18,อุตรดิตถ์,3,6.0
2021-07-18,อุบลราชธานี,15,9.0
2021-07-18,เชียงราย,4,9.0
2021-07-18,เชียงใหม่,8,9.0
2021-07-18,เลย,5,7.0
2021-07-18,แม่ฮ่องสอน,3,3.0
2021-07-19,กรุงเทพมหานคร,44,8.5
2021-07-19,กาญจนบุรี,17,3.0
2021-07-19,ขอนแก่น,153,11.0
2021-07-19,ฉะเชิงเทรา,26,6.0
2021-07-19,ชลบุรี,74,7.333333333333333
2021-07-19,ตรัง,49,20.0
2021-07-19,ตราด,2,9.0
2021-07-19,ตาก,28,4.0
2021-07-19,นครปฐม,29,5.0
2021-07-19,นครพนม,22,8.0
2021-07-19,นครราชสีมา,143,10.0
2021-07-19,นครศรีธรรมราช,68,16.0
2021-07-19,นครสวรรค์,52,7.0
2021-07-19,นนทบุรี,87,4.0
2021-07-19,นราธิวาส,14,24.0
2021-07-19,น่าน,10,8.0
2021-07-19,ปทุมธานี,22,5.0
2021-07-19,ปราจีนบุรี,11,14.0
2021-07-19,พระนครศรีอยุธยา,68,6.0
2021-07-19,พะเยา,11,5.0
2021-07-19,พิษณุโลก,41,5.0
2021-07-19,ภูเก็ต,18,19.0
2021-07-19,ยะลา,19,20.5
2021-07-19,ระยอง,29,7.0
2021-07-19,ราชบุรี,17,6.0
2021-07-19,ลำปาง,44,5.75
2021-07-19,ลำพูน,8,4.0
2021-07-19,สกลนคร,18,6.0
2021-07-19,สงขลา,61,31.0
2021-07-19,สตูล,23,28.0
2021-07-19,สมุทรปราการ,20,9.2
2021-07-19,สมุทรสงคราม,11,4.0
2021-07-19,สมุทรสาคร,77,10.0
2021-07-19,สระบุรี,40,8.0
2021-07-19,สระแก้ว,4,8.0
